"Unicode","Symbol","Category","Unicode name","ru","en","pl","fr","de","es","pt","it","ro","he","ar","tr","vi","nl","Missing localized names"
"U+421","С","letters","cyrillic capital letter es","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+422","Т","letters","cyrillic capital letter te","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+423","У","letters","cyrillic capital letter u","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+424","Ф","letters","cyrillic capital letter ef","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+425","Х","letters","cyrillic capital letter ha","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+426","Ц","letters","cyrillic capital letter tse","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+427","Ч","letters","cyrillic capital letter che","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+428","Ш","letters","cyrillic capital letter sha","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+429","Щ","letters","cyrillic capital letter shcha","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+42A","Ъ","letters","cyrillic capital letter hard sign","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+42B","Ы","letters","cyrillic capital letter yeru","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+42C","Ь","letters","cyrillic capital letter soft sign","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+42D","Э","letters","cyrillic capital letter e","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+42E","Ю","letters","cyrillic capital letter yu","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+42F","Я","letters","cyrillic capital letter ya","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+430","а","letters","cyrillic small letter a","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+431","б","letters","cyrillic small letter be","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+432","в","letters","cyrillic small letter ve","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+433","г","letters","cyrillic small letter ghe","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+434","д","letters","cyrillic small letter de","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+435","е","letters","cyrillic small letter ie","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+436","ж","letters","cyrillic small letter zhe","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+437","з","letters","cyrillic small letter ze","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+438","и","letters","cyrillic small letter i","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+439","й","letters","cyrillic small letter short i","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+43A","к","letters","cyrillic small letter ka","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+43B","л","letters","cyrillic small letter el","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+43C","м","letters","cyrillic small letter em","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+43D","н","letters","cyrillic small letter en","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+43E","о","letters","cyrillic small letter o","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+43F","п","letters","cyrillic small letter pe","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+440","р","letters","cyrillic small letter er","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+441","с","letters","cyrillic small letter es","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+442","т","letters","cyrillic small letter te","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+443","у","letters","cyrillic small letter u","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+444","ф","letters","cyrillic small letter ef","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+445","х","letters","cyrillic small letter ha","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+446","ц","letters","cyrillic small letter tse","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+447","ч","letters","cyrillic small letter che","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+448","ш","letters","cyrillic small letter sha","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+449","щ","letters","cyrillic small letter shcha","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+44A","ъ","letters","cyrillic small letter hard sign","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+44B","ы","letters","cyrillic small letter yeru","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+44C","ь","letters","cyrillic small letter soft sign","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+44D","э","letters","cyrillic small letter e","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+44E","ю","letters","cyrillic small letter yu","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+44F","я","letters","cyrillic small letter ya","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+450","ѐ","letters","cyrillic small letter ie with grave","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+451","ё","letters","cyrillic small letter io","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+452","ђ","letters","cyrillic small letter dje","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+453","ѓ","letters","cyrillic small letter gje","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+454","є","letters","cyrillic small letter ukrainian ie","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+455","ѕ","letters","cyrillic small letter dze","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+456","і","letters","cyrillic small letter byelorussian-ukrainian i","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated",""
"U+457","ї","letters","cyrillic small letter yi","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+458","ј","letters","cyrillic small letter je","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+459","љ","letters","cyrillic small letter lje","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+45A","њ","letters","cyrillic small letter nje","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+45B","ћ","letters","cyrillic small letter tshe","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+45C","ќ","letters","cyrillic small letter kje","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+45D","ѝ","letters","cyrillic small letter i with grave","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+45E","ў","letters","cyrillic small letter short u","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+45F","џ","letters","cyrillic small letter dzhe","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+460","Ѡ","letters","cyrillic capital letter omega","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+461","ѡ","letters","cyrillic small letter omega","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+462","Ѣ","letters","cyrillic capital letter yat","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated",""
"U+463","ѣ","letters","cyrillic small letter yat","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated",""
"U+464","Ѥ","letters","cyrillic capital letter iotified e","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+465","ѥ","letters","cyrillic small letter iotified e","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+466","Ѧ","letters","cyrillic capital letter little yus","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+467","ѧ","letters","cyrillic small letter little yus","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+468","Ѩ","letters","cyrillic capital letter iotified little yus","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+469","ѩ","letters","cyrillic small letter iotified little yus","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+46A","Ѫ","letters","cyrillic capital letter big yus","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+46B","ѫ","letters","cyrillic small letter big yus","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+46C","Ѭ","letters","cyrillic capital letter iotified big yus","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+46D","ѭ","letters","cyrillic small letter iotified big yus","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+46E","Ѯ","letters","cyrillic capital letter ksi","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+46F","ѯ","letters","cyrillic small letter ksi","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+470","Ѱ","letters","cyrillic capital letter psi","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+471","ѱ","letters","cyrillic small letter psi","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+472","Ѳ","letters","cyrillic capital letter fita","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated",""
"U+473","ѳ","letters","cyrillic small letter fita","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated",""
"U+474","Ѵ","letters","cyrillic capital letter izhitsa","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated",""
"U+475","ѵ","letters","cyrillic small letter izhitsa","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated","curated",""
"U+476","Ѷ","letters","cyrillic capital letter izhitsa with double grave accent","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+477","ѷ","letters","cyrillic small letter izhitsa with double grave accent","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+478","Ѹ","letters","cyrillic capital letter uk","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+479","ѹ","letters","cyrillic small letter uk","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+47A","Ѻ","letters","cyrillic capital letter round omega","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+47B","ѻ","letters","cyrillic small letter round omega","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+47C","Ѽ","letters","cyrillic capital letter omega with titlo","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+47D","ѽ","letters","cyrillic small letter omega with titlo","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+47E","Ѿ","letters","cyrillic capital letter ot","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+47F","ѿ","letters","cyrillic small letter ot","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+480","Ҁ","letters","cyrillic capital letter koppa","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+481","ҁ","letters","cyrillic small letter koppa","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+48A","Ҋ","letters","cyrillic capital letter short i with tail","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+48B","ҋ","letters","cyrillic small letter short i with tail","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+48C","Ҍ","letters","cyrillic capital letter semisoft sign","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+48D","ҍ","letters","cyrillic small letter semisoft sign","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+48E","Ҏ","letters","cyrillic capital letter er with tick","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+48F","ҏ","letters","cyrillic small letter er with tick","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+490","Ґ","letters","cyrillic capital letter ghe with upturn","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+491","ґ","letters","cyrillic small letter ghe with upturn","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+492","Ғ","letters","cyrillic capital letter ghe with stroke","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+493","ғ","letters","cyrillic small letter ghe with stroke","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+494","Ҕ","letters","cyrillic capital letter ghe with middle hook","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+495","ҕ","letters","cyrillic small letter ghe with middle hook","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+496","Җ","letters","cyrillic capital letter zhe with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+497","җ","letters","cyrillic small letter zhe with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+498","Ҙ","letters","cyrillic capital letter ze with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+499","ҙ","letters","cyrillic small letter ze with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+49A","Қ","letters","cyrillic capital letter ka with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+49B","қ","letters","cyrillic small letter ka with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+49C","Ҝ","letters","cyrillic capital letter ka with vertical stroke","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+49D","ҝ","letters","cyrillic small letter ka with vertical stroke","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+49E","Ҟ","letters","cyrillic capital letter ka with stroke","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+49F","ҟ","letters","cyrillic small letter ka with stroke","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
